customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
7159-NOKYQ,FEMALE,0,No,No,67.0,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,1 year,Yes,Electronic check,93.15,6368.2,No
5707-ZMDJP,Male,0,NO,Yes,53.0,Yes,No,fiber optic,Yes,Yes,No,Yes,Yes,No,Two Year,Yes,Mailed check,69.7,3729.6,No
8779-YIQQA,Male,0,NO,Yes,21.0,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 year,No,Mailed check,19.8,350.1,No
7136-IHZJA,fe male,0,Yes,Yes,40.0,Yes,No,fiber,Yes,Yes,No,Yes,No,Yes,One Year,Yes,Mailed check,71.35,2847.2,No
8966-OIQHG,Male,0,NO,Yes,22.0,Yes,No,Dsl,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 year,No,Bank transfer (automatic),20.75,452.35,No
7074-STDCN,Male,0,NO,No,39.0,No,No phone service,Fiberoptic,No,No,No,Yes,No,Yes,1 year,Yes,Electronic check,40.6,1494.5,No
3705-PSNGL,Female,0,n,,45.0,Yes,No,dsl,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,month to month,Yes,Electronic check,20.4,930.45,Yes
8739-QOTTN,f,0,NO,No,2.0,Yes,No,dsl,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 Year,No,Mailed check,20.35,41.85,No
1399-OUPJN,Male,0,YES,Yes,57.0,Yes,No,Dsl,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 year,No,Bank transfer (automatic),19.75,1272.05,No
0277-BKSQP,f,0,y,Yes,8.0,Yes,No,dsl,No,No,No,No,Yes,No,One Year,Yes,Electronic check,54.4,475.1,No
6502-HCJTI,Male,1,n,No,7.0,Yes,Yes,fiber optic,Yes,Yes,No,No,No,Yes,2 Year,Yes,Credit card (automatic),94.7,673.1,Yes
2606-RMDHZ,Female,0,NO,No,6.0,No,No phone service,DSL,No,Yes,No,No,No,No,One Year,Yes,Credit card (automatic),30.5,208.7,Yes
5774-XZTQC,FEMALE,0,No,Yes,7.0,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 Year,No,Mailed check,20.45,150.75,No
2676-SSLTO,fe male,0,NO,No,49.0,Yes,Yes,Fiberoptic,No,No,No,Yes,Yes,No,2 year,Yes,Bank transfer (automatic),66.15,3199,No
6266-QHOJZ,Male,0,Yes,No,65.0,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,2 year,Yes,Electronic check,89.85,5844.65,No
7269-JISCY,m,0,Yes,No,,Yes,No,fiber optic,No,No,No,No,No,No,Month-to-Month,No,Bank transfer (automatic),45.05,2462.6,No
0363-SVHYR,Male,0,n,Yes,71.0,Yes,Yes,fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,month to month,No,Bank transfer (automatic),86.85,6263.8,No
8547-NSBBO,f,0,NO,,35.0,Yes,Yes,Fiberoptic,Yes,Yes,Yes,Yes,No,No,Two Year,Yes,Mailed check,96.75,3403.4,No
8258-GSTJK,fe male,1,NO,No,3.0,Yes,Yes,DSL,No,No,No,No,No,No,One Year,Yes,Electronic check,77.0,237.75,Yes
6861-OKBCE,Male,0,YES,Yes,11.0,Yes,No,fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 year,No,Credit card (automatic),20.1,221.35,Yes
9940-RHLFB,fe male,0,No,No,1.0,Yes,No,Fiber Optic,No,No,Yes,No,No,No,One Year,No,Electronic check,75.3,75.3,Yes
6591-QGOYB,m,0,Yes,No,17.0,Yes,Yes,dsl,Yes,Yes,Yes,Yes,Yes,No,1 Year,Yes,Bank transfer (automatic),106.65,1672.1,No
9070-BCKQP,FEMALE,0,NO,No,72.0,Yes,Yes,Fiberoptic,Yes,No,Yes,Yes,Yes,Yes,2 year,Yes,Credit card (automatic),110.15,,No
6421-SZVEM,fe male,0,y,Yes,28.0,Yes,No,fiber optic,Yes,No,No,No,No,Yes,One Year,Yes,Bank transfer (automatic),82.85,2320.8,No
1328-EUZHC,fe male,0,n,,18.0,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two Year,No,Mailed check,20.1,370.5,No
2995-UPRYS,fe male,1,No,No,40.0,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit card (automatic),99.2,4062.2,Yes
8878-RYUKI,FEMALE,0,y,No,52.0,Yes,No,Fiberoptic,No,No,Yes,No,No,Yes,2 Year,Yes,Electronic check,59.45,3043.7,No
9633-DENPU,fe male,0,y,No,47.0,Yes,No,Fiberoptic,No,Yes,No,No,Yes,No,One Year,Yes,Bank transfer (automatic),58.6,2723.4,No
7811-JIVPF,m,0,Yes,No,23.0,Yes,No,DSL,No,No,Yes,No,No,No,1 year,No,Credit card (automatic),49.7,1081.25,No
7113-HIPFI,m,0,y,Yes,66.0,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two Year,No,Mailed check,65.85,,No
8541-QVFKM,m,0,y,No,8.0,Yes,Yes,Dsl,No,No,No,No,No,No,1 Year,,Electronic check,73.5,632.2,No
6686-YPGHK,m,1,n,No,47.0,Yes,No,Fiber Optic,Yes,No,No,No,No,Yes,1 Year,No,Mailed check,85.5,4042.3,Yes
1383-EZRWL,fe male,0,n,No,7.0,Yes,No,Fiber Optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two Year,No,Mailed check,20.05,164.85,Yes
9258-CNWAC,Male,0,y,Yes,,Yes,Yes,fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit card (automatic),113.65,8166.8,No
5371-VYLSX,FEMALE,1,n,No,50.0,Yes,Yes,dsl,Yes,Yes,No,No,No,No,2 Year,Yes,Electronic check,83.4,4113.7,No
6374-AFWOX,Male,0,YES,No,46.0,Yes,No,dsl,Yes,Yes,Yes,Yes,No,No,2 Year,No,Mailed check,65.65,3047.15,No
4759-TRPLW,m,0,Yes,No,1.0,Yes,No,Fiber Optic,No,No,No,No,No,No,One Year,No,Electronic check,70.4,70.4,Yes
5317-FLPJF,Female,0,y,No,66.0,No,No phone service,fiber,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank transfer (automatic),61.35,4193.4,No
7621-VPNET,fe male,0,Yes,,42.0,Yes,Yes,dsl,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Credit card (automatic),85.9,,No
6034-YMTOB,m,0,no,No,5.0,Yes,No,dsl,No,No,No,Yes,No,No,1 year,Yes,Mailed check,75.65,399.45,No
8563-IIOXK,fe male,0,No,Yes,7.0,Yes,No,fiber optic,Yes,No,No,No,No,No,Month-to-Month,Yes,Electronic check,49.75,331.3,Yes
4903-CNOZC,f,0,YES,No,29.0,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Credit card (automatic),70.9,1964.6,No
4353-HYOJD,Male,0,Yes,Yes,27.0,Yes,No,Dsl,No,Yes,No,No,No,No,2 Year,No,Mailed check,49.85,1336.15,No
8020-BWHYL,f,1,No,No,,Yes,No,Fiber Optic,No,Yes,No,No,No,No,One Year,,Credit card (automatic),75.3,1147.45,Yes
7267-FRMJW,f,0,Yes,,25.0,Yes,No,fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-Month,No,Mailed check,20.1,486.05,No
2982-VPSGI,m,0,Yes,,11.0,Yes,Yes,Fiberoptic,No,No,No,No,Yes,Yes,2 Year,Yes,Electronic check,94.0,1078.9,Yes
4188-FRABG,f,0,No,No,57.0,Yes,Yes,Fiberoptic,Yes,Yes,Yes,Yes,Yes,No,1 Year,Yes,Electronic check,103.05,5925.75,No
8199-ZLLSA,FEMALE,0,Yes,No,,Yes,Yes,fiber,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank transfer (automatic),118.35,7804.15,Yes
4128-ETESU,fe male,1,Yes,No,47.0,Yes,Yes,dsl,No,No,Yes,No,Yes,Yes,2 Year,No,Electronic check,99.7,4747.2,No
0620-DLSLK,Female,0,n,No,13.0,Yes,No,Fiber Optic,No,No,No,No,Yes,No,One Year,Yes,Mailed check,81.9,1028.9,No
4625-EWPTF,Male,0,NO,No,8.0,No,No phone service,DSL,Yes,No,No,No,No,No,month to month,Yes,Electronic check,30.45,226.45,Yes
5980-NOPLP,Female,0,y,No,44.0,Yes,Yes,dsl,No,No,No,No,Yes,Yes,2 Year,Yes,Electronic check,96.1,4364.1,Yes
3850-OKINF,Male,0,n,Yes,71.0,Yes,Yes,dsl,Yes,No,No,No,Yes,No,2 year,Yes,Electronic check,66.2,4692.55,No
6892-XPFPU,Male,1,NO,No,24.0,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One Year,Yes,Electronic check,104.25,2433.9,Yes
8010-EZLOU,f,1,Yes,No,15.0,Yes,Yes,Fiberoptic,No,Yes,No,No,No,No,month to month,Yes,Electronic check,80.2,1217.25,Yes
1156-ZFYDO,FEMALE,0,y,,1.0,Yes,No,Fiberoptic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two Year,No,Electronic check,19.75,19.75,No
3295-YVUSR,Male,1,Yes,No,2.0,Yes,Yes,fiber optic,No,No,No,No,No,No,1 Year,Yes,Mailed check,72.6,,No
8016-NCFVO,Male,1,Yes,No,55.0,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,month to month,Yes,Electronic check,116.5,6382.55,No
4119-ZYPZY,FEMALE,1,No,No,71.0,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Electronic check,106.8,7623.2,No
5549-ZGHFB,Male,0,YES,Yes,50.0,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-Month,No,Mailed check,24.95,1261.45,No
7577-SWIFR,fe male,0,no,No,1.0,Yes,No,Dsl,No,No,No,No,Yes,Yes,Two Year,Yes,Electronic check,89.25,89.25,No
0303-WMMRN,FEMALE,0,YES,No,5.0,Yes,No,fiber,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One Year,,Mailed check,19.25,86.05,No
6408-OTUBZ,Male,0,No,No,,Yes,Yes,Fiberoptic,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank transfer (automatic),104.55,6779.05,No
5204-HMGYF,Male,0,No,Yes,49.0,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Mailed check,87.2,4345,No
1078-TDCRN,fe male,1,Yes,No,3.0,No,No phone service,Fiberoptic,No,Yes,No,No,No,No,1 Year,Yes,Electronic check,30.75,82.85,No
3727-OVPRY,Male,0,YES,Yes,66.0,Yes,Yes,Fiber Optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,month to month,Yes,Credit card (automatic),25.7,1714.55,No
3797-FKOGQ,Female,0,No,Yes,11.0,Yes,Yes,fiber optic,No,No,No,No,No,Yes,Month-to-Month,No,Electronic check,86.2,893.2,No
7622-NXQZR,m,0,NO,No,28.0,No,No phone service,Fiberoptic,No,No,No,Yes,No,No,2 year,Yes,Credit card (automatic),30.1,810.85,No
6196-HBOBZ,Male,0,y,No,65.0,Yes,Yes,fiber,Yes,Yes,Yes,No,Yes,No,2 Year,Yes,Electronic check,99.35,6347.55,No
3970-XGJDU,f,0,y,No,62.0,Yes,No,Dsl,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,month to month,Yes,Credit card (automatic),19.2,1123.65,No
7017-VFULY,FEMALE,0,No,No,2.0,Yes,No,fiber,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 year,No,Bank transfer (automatic),20.1,43.15,No
5562-YJQGT,m,0,YES,No,2.0,Yes,No,fiber,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 Year,No,Credit card (automatic),20.35,35.1,No
8807-OPMBM,fe male,0,no,Yes,55.0,Yes,Yes,fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One Year,Yes,Credit card (automatic),25.65,1388,No
5439-WIKXB,FEMALE,1,YES,No,41.0,Yes,No,dsl,No,Yes,No,No,Yes,Yes,2 Year,Yes,Electronic check,94.55,3851.45,No
9874-QLCLH,FEMALE,0,n,Yes,17.0,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two Year,Yes,Electronic check,104.2,1743.5,Yes
8294-UIMBA,Female,0,No,,30.0,Yes,No,Dsl,No,No,No,Yes,Yes,Yes,One Year,Yes,Bank transfer (automatic),94.4,2638.1,No
8109-YUOHE,FEMALE,0,YES,No,17.0,Yes,No,fiber optic,Yes,Yes,No,No,No,No,One Year,No,Mailed check,56.1,946.95,No
5840-NVDCG,FEMALE,0,y,Yes,16.0,Yes,No,Fiberoptic,Yes,Yes,No,Yes,No,Yes,2 Year,No,Bank transfer (automatic),68.25,1114.85,No
8092-NLTGF,m,0,NO,No,72.0,Yes,Yes,fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 year,No,Bank transfer (automatic),24.75,1777.6,No
5928-QLDHB,m,0,Yes,No,9.0,Yes,Yes,DSL,No,No,No,No,No,No,2 year,Yes,Electronic check,76.25,684.85,No
9840-EFJQB,Female,0,Yes,No,1.0,Yes,No,fiber optic,No,Yes,No,No,No,No,1 Year,No,Electronic check,74.35,74.35,No
0696-UKTOX,m,0,Yes,Yes,23.0,Yes,No,Dsl,No,Yes,No,Yes,No,No,1 year,No,Electronic check,54.15,1312.45,No
4801-KFYKL,Male,0,no,Yes,8.0,Yes,No,dsl,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,month to month,No,Bank transfer (automatic),19.45,,No
3472-OAOOR,Male,0,Yes,Yes,19.0,No,No phone service,fiber,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Mailed check,34.95,610.2,No
6135-OZQVA,FEMALE,0,NO,No,7.0,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,One Year,Yes,Electronic check,53.65,404.35,No
8062-YBDOE,Male,1,NO,No,1.0,Yes,No,Fiberoptic,No,No,No,No,No,No,month to month,Yes,Electronic check,69.65,69.65,Yes
2252-JHJGE,Male,0,Yes,No,61.0,Yes,Yes,Fiberoptic,Yes,No,Yes,No,Yes,Yes,2 Year,No,Electronic check,104.0,,No
4188-PCPIG,Male,0,Yes,No,57.0,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Credit card (automatic),70.35,4124.65,No
6000-APYLU,f,0,NO,No,,Yes,No,fiber optic,No,No,No,No,No,Yes,2 year,Yes,Electronic check,80.8,713.1,Yes
7105-BENQF,Male,0,Yes,Yes,15.0,Yes,No,fiber,Yes,No,Yes,No,No,Yes,One Year,No,Mailed check,64.85,950.75,No
7721-DVEKZ,m,0,YES,No,1.0,Yes,No,dsl,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,month to month,No,Mailed check,19.65,19.65,No
3566-VVORZ,FEMALE,0,NO,No,12.0,Yes,No,dsl,No,No,No,No,No,No,1 Year,No,Bank transfer (automatic),45.9,505.95,No
9507-HSMMZ,f,0,Yes,No,,Yes,No,fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 Year,No,Mailed check,20.0,1149.65,No
2480-SQIOB,fe male,0,y,Yes,4.0,Yes,No,Fiberoptic,No,No,No,No,No,No,2 year,No,Electronic check,,169.65,No
0947-IDHRQ,Male,0,Yes,No,7.0,Yes,No,Fiber Optic,No,No,No,No,Yes,No,1 Year,Yes,Mailed check,80.3,526.7,Yes
7813-TKCVO,Female,0,no,No,20.0,Yes,No,Fiber Optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-Month,No,Mailed check,20.35,393.15,No
0128-MKWSG,fe male,0,n,Yes,26.0,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,2 year,No,Mailed check,45.8,1147,No
3672-YITQD,f,1,Yes,No,36.0,Yes,Yes,fiber optic,No,No,No,No,No,Yes,Month-to-Month,Yes,Electronic check,84.1,3021.6,Yes
4350-ZTLPI,FEMALE,0,YES,No,53.0,Yes,Yes,Dsl,No,Yes,Yes,Yes,Yes,Yes,1 Year,Yes,Bank transfer (automatic),,5718.2,No
9048-JVYVF,Male,0,n,No,3.0,Yes,No,Dsl,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Electronic check,69.35,191.35,Yes
0361-HJRDX,fe male,0,No,No,68.0,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit card (automatic),64.35,4539.6,No
5727-MYATE,FEMALE,0,No,Yes,72.0,Yes,Yes,fiber,Yes,Yes,Yes,Yes,Yes,Yes,month to month,,Credit card (automatic),90.8,6397.6,No
3823-KYNQY,Male,0,YES,No,12.0,Yes,Yes,dsl,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 Year,No,Credit card (automatic),24.95,280.4,No
8988-ECPJR,f,1,No,Yes,34.0,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,2 year,Yes,Mailed check,79.6,2718.3,Yes
7570-WELNY,f,0,y,No,68.0,Yes,Yes,fiber optic,Yes,Yes,No,No,No,No,month to month,Yes,Bank transfer (automatic),84.7,5711.05,No
3021-VLNRJ,fe male,0,YES,Yes,50.0,Yes,No,fiber,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Credit card (automatic),70.8,3478.15,No
3776-EKTKM,FEMALE,1,y,No,,No,No phone service,fiber optic,No,No,No,No,Yes,No,Two Year,Yes,Electronic check,36.45,36.45,Yes
2080-CAZNM,Female,1,NO,,41.0,Yes,Yes,Dsl,No,Yes,Yes,No,Yes,Yes,2 Year,,Electronic check,104.4,4133.95,No
1028-FFNJK,m,1,y,No,30.0,Yes,Yes,fiber,No,No,No,Yes,Yes,Yes,Two Year,Yes,Electronic check,101.5,2917.65,No
6907-FLBER,m,0,NO,No,1.0,Yes,Yes,fiber,No,Yes,No,No,No,No,2 year,No,Electronic check,54.3,54.3,No
3001-UNBTL,m,1,No,Yes,29.0,Yes,Yes,fiber,No,No,Yes,No,Yes,Yes,1 year,Yes,Electronic check,103.95,,No
5982-PSMKW,Female,0,NO,Yes,23.0,Yes,Yes,fiber,Yes,Yes,Yes,Yes,Yes,Yes,2 Year,Yes,Credit card (automatic),91.1,2198.3,No
3507-GASNP,Male,0,NO,Yes,60.0,Yes,No,Fiber Optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 Year,No,Mailed check,19.95,1189.9,No
7096-ZNBZI,fe male,0,No,No,72.0,Yes,Yes,Fiberoptic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 year,No,Credit card (automatic),26.45,1914.5,No
1902-XBTFB,FEMALE,0,NO,,22.0,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two Year,Yes,Electronic check,89.4,2001.5,Yes
1676-MQAOA,Female,0,y,No,72.0,Yes,No,fiber,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank transfer (automatic),75.1,5336.35,No
0786-IVLAW,f,1,NO,No,66.0,Yes,Yes,Fiberoptic,No,Yes,Yes,No,Yes,Yes,1 Year,No,Bank transfer (automatic),108.1,7238.6,No
7566-DSRLQ,Male,0,n,No,72.0,Yes,Yes,Fiberoptic,No,Yes,Yes,Yes,Yes,Yes,2 year,Yes,Electronic check,110.15,7998.8,No
0643-OKLRP,m,1,y,No,47.0,Yes,Yes,dsl,Yes,No,No,No,No,No,1 year,No,Electronic check,80.35,3825.85,Yes
7245-JMTTQ,FEMALE,0,YES,No,51.0,Yes,Yes,Dsl,No,Yes,Yes,Yes,Yes,Yes,1 Year,Yes,Electronic check,111.5,5703.25,No
6050-IJRHS,Male,0,y,Yes,70.0,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,2 Year,Yes,Electronic check,106.5,7397,No
6202-JVYEU,m,0,NO,No,9.0,Yes,No,Dsl,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-Month,,Electronic check,19.9,164.6,No
8591-TKMZH,Female,0,YES,Yes,59.0,Yes,Yes,dsl,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Mailed check,111.1,6555.2,No
0734-OXWBT,m,0,Yes,Yes,3.0,Yes,No,Fiberoptic,No,No,No,Yes,Yes,Yes,2 year,No,Mailed check,70.7,225.65,No
4282-ACRXS,f,1,n,No,38.0,No,No phone service,dsl,No,No,No,No,No,No,One Year,Yes,Electronic check,24.85,955.75,No
0365-TRTPY,Male,0,NO,No,37.0,Yes,Yes,fiber,Yes,Yes,Yes,No,No,No,1 Year,No,Bank transfer (automatic),91.2,3382.3,No
7349-ALMUX,Female,0,Yes,No,37.0,Yes,No,fiber optic,Yes,Yes,Yes,Yes,No,No,1 Year,No,Bank transfer (automatic),65.6,2313.8,No
9381-NDKME,Male,1,no,No,24.0,No,No phone service,fiber optic,No,No,Yes,No,No,Yes,month to month,Yes,Credit card (automatic),40.65,933.3,Yes
6502-KUGLL,Male,0,NO,Yes,14.0,Yes,No,fiber,Yes,Yes,No,Yes,No,No,Two Year,No,Bank transfer (automatic),59.45,780.85,No
1841-YSJGV,fe male,0,NO,No,72.0,Yes,Yes,fiber,Yes,Yes,No,Yes,Yes,Yes,2 Year,Yes,Credit card (automatic),109.95,7852.4,No
2794-XIMMO,fe male,0,n,No,53.0,No,No phone service,dsl,No,Yes,Yes,Yes,Yes,Yes,2 year,Yes,Electronic check,60.45,3184.25,Yes
8382-SHQEH,Male,0,y,No,8.0,Yes,Yes,dsl,No,No,No,No,No,Yes,Two Year,,Electronic check,84.9,,Yes
3511-BFTJW,FEMALE,0,n,Yes,,No,No phone service,Fiberoptic,Yes,Yes,Yes,No,No,No,1 Year,No,Credit card (automatic),38.5,2763,No
7668-XCFYV,Female,1,YES,No,17.0,Yes,Yes,fiber,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Electronic check,92.55,1614.7,No
2983-ZANRP,m,0,No,,2.0,Yes,No,fiber,No,Yes,No,No,No,No,month to month,Yes,Bank transfer (automatic),73.55,145.4,Yes
7845-URHJN,fe male,0,YES,No,8.0,Yes,No,fiber,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-Month,No,Bank transfer (automatic),20.15,156.25,Yes
3034-ZBEQN,fe male,0,no,No,48.0,No,No phone service,Dsl,No,Yes,Yes,No,No,No,1 Year,No,Mailed check,34.7,1604.5,Yes
5018-HEKFO,Male,0,no,No,10.0,Yes,Yes,Fiberoptic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two Year,Yes,Mailed check,24.5,270.15,No
2923-ARZLG,f,0,Yes,Yes,0.0,Yes,No,fiber,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 year,Yes,Mailed check,19.7, ,No
3976-NLDEZ,Male,0,y,No,1.0,Yes,No,fiber,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 Year,No,Mailed check,20.6,20.6,No
2282-YGNOR,FEMALE,0,no,No,29.0,Yes,No,Fiber Optic,Yes,No,Yes,Yes,No,No,2 year,No,Credit card (automatic),58.0,1734.5,No
5336-UFNZP,FEMALE,1,n,Yes,65.0,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,1 Year,Yes,Electronic check,107.45,7047.5,No
6854-EXGSF,Female,0,NO,No,8.0,Yes,Yes,fiber optic,Yes,Yes,Yes,No,No,No,1 year,Yes,Bank transfer (automatic),65.5,573.15,No
1241-EZFMJ,Female,0,no,No,61.0,Yes,Yes,fiber,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 Year,No,Bank transfer (automatic),25.45,,No
9233-PSYHO,FEMALE,1,Yes,No,45.0,Yes,Yes,Dsl,No,No,Yes,No,Yes,Yes,One Year,Yes,Bank transfer (automatic),100.15,4459.8,No
5376-PCKNB,Female,0,YES,Yes,72.0,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Credit card (automatic),104.45,7459,No
8044-BGWPI,f,0,Yes,Yes,12.0,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 year,Yes,Electronic check,21.15,306.05,No
4060-LDNLU,f,0,YES,No,,Yes,Yes,dsl,No,No,No,No,Yes,Yes,One Year,No,Electronic check,96.2,639.7,No
3589-PPVKW,Male,0,y,No,9.0,Yes,No,DSL,No,No,No,No,No,No,2 Year,Yes,Mailed check,44.4,348.15,No
8327-LZKAS,m,1,y,No,43.0,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,1 year,Yes,Electronic check,107.55,4533.9,Yes
5887-IKKYO,Female,0,y,Yes,,Yes,Yes,Fiberoptic,No,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank transfer (automatic),94.35,5563.65,No
1075-BGWOH,Male,1,no,No,16.0,Yes,Yes,dsl,No,No,Yes,No,Yes,Yes,2 year,Yes,Electronic check,98.75,1587.55,Yes
1755-RMCXH,m,0,no,Yes,2.0,Yes,No,fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 year,No,Mailed check,20.3,,No
0302-JOIVN,FEMALE,0,NO,No,8.0,Yes,No,dsl,No,Yes,Yes,No,Yes,Yes,1 Year,No,Electronic check,101.15,842.9,Yes
3858-XHYJO,Male,0,Yes,No,40.0,Yes,Yes,fiber,Yes,No,Yes,No,Yes,Yes,Two Year,No,Bank transfer (automatic),105.75,4228.55,No
4299-SIMNS,FEMALE,0,n,No,9.0,Yes,Yes,fiber,Yes,No,No,No,No,No,1 year,Yes,Electronic check,81.15,784.45,No
7025-IWFHT,Female,0,No,,41.0,Yes,No,Fiber Optic,No,Yes,No,Yes,Yes,No,1 year,Yes,Electronic check,,3729.75,No
6261-LHRTG,Male,0,no,No,26.0,Yes,No,dsl,No,Yes,Yes,No,No,No,1 Year,Yes,Credit card (automatic),54.75,1406.9,No
7841-FCRQD,f,0,y,,,Yes,No,DSL,No,Yes,No,Yes,No,No,2 year,Yes,Credit card (automatic),53.75,1857.3,No
2056-EVGZL,Female,0,NO,Yes,68.0,Yes,No,Fiberoptic,No,Yes,Yes,Yes,Yes,Yes,2 Year,,Credit card (automatic),105.75,7322.5,No
8777-MBMTS,fe male,1,n,No,65.0,Yes,No,fiber optic,No,Yes,Yes,Yes,Yes,Yes,2 year,Yes,Credit card (automatic),105.85,6725.5,No
7753-USQYQ,FEMALE,0,YES,No,55.0,Yes,No,Fiberoptic,No,Yes,No,Yes,No,Yes,Two Year,Yes,Electronic check,64.2,3627.3,No
5366-IJEQJ,fe male,0,y,No,20.0,Yes,Yes,dsl,No,No,Yes,No,Yes,No,Two Year,Yes,Electronic check,88.7,1761.45,Yes
7661-CPURM,f,0,YES,No,19.0,Yes,No,fiber optic,No,No,No,Yes,No,Yes,Two Year,Yes,Credit card (automatic),87.7,1725.95,No
6233-HXJMX,FEMALE,0,n,No,45.0,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two Year,Yes,Credit card (automatic),89.3,4192.15,No
5902-WBLSE,FEMALE,0,NO,Yes,70.0,Yes,No,Dsl,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,month to month,Yes,Credit card (automatic),20.15,1411.2,No
1981-INRFU,Male,0,no,No,2.0,Yes,No,Dsl,No,No,No,No,Yes,No,2 year,,Electronic check,79.75,164.5,Yes
4971-PUYQO,Male,0,no,No,27.0,Yes,Yes,fiber optic,No,No,No,No,Yes,Yes,2 Year,,Mailed check,94.55,2724.6,Yes
